series_id,category,segment_label,history_weeks,total_sales_units,mean_sales_units,zero_share,missing_share,outlier_share,coefficient_of_variation,skewness,sales_scale,volatility,trend_strength,mean_shift_ratio,variance_shift_ratio,acf_lag_1,acf_lag_7,acf_lag_28,acf_lag_52,acf_focus_lags,adf_pvalue,kpss_pvalue,kpss_pvalue_note,stationarity_hint
FOODS_3_080,FOODS,stable,278,265811,956.1546762589928,0.0,0.0,0.0,0.1926010474982254,0.14712400969385386,956.1546762589928,184.15639221780862,0.6210141962515192,0.7438577154965984,0.7184125805046752,0.8734641298926764,0.7580214871054115,0.5152880279475928,0.8050850816848915,"[1, 7, 28, 52]",0.5751441767921025,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
FOODS_3_228,FOODS,stable,278,142505,512.6079136690647,0.0,0.0,0.0,0.20568992103652467,-0.043657885514012396,512.6079136690647,105.43828128528757,0.553739183175189,0.7382474201654021,0.9369549550509116,0.8652466962525096,0.7275033511177194,0.419473410645152,0.7579530056908708,"[1, 7, 28, 52]",0.3233873314294269,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
FOODS_3_389,FOODS,stable,278,171940,618.4892086330935,0.0,0.0,0.0,0.200309139274948,-0.017905845201624263,618.4892086330935,123.8890410321387,0.45605571032926895,1.2814606443394725,1.0307968501274551,0.7343394660376913,0.5375832907635918,0.340547749784863,0.616757450561012,"[1, 7, 28, 52]",0.1696578200562735,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
FOODS_3_477,FOODS,stable,278,82051,295.1474820143885,0.0,0.0,0.0036101083032490976,0.20383538918929234,0.7505984525682685,295.1474820143885,60.161501864642545,0.37790622312434485,0.7924458231387626,0.5161084466946072,0.7740695634764021,0.5719132680874909,0.1004771354058854,0.4856423680213877,"[1, 7, 52]",0.13956100447456415,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
FOODS_3_555,FOODS,stable,278,497881,1790.9388489208634,0.0,0.0,0.0036101083032490976,0.2048051470612983,0.5463517828976765,1790.9388489208634,366.7934943310297,0.4649560410521042,0.7516341938797768,0.5191357754955174,0.8290785149940156,0.6621719706915945,0.4780036605755446,0.7009713227567039,"[1, 7, 28, 52]",0.4834503721146354,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
FOODS_3_697,FOODS,stable,278,100470,361.40287769784175,0.0,0.0,0.007220216606498195,0.21349423860427444,-1.00188612190096,361.40287769784175,77.15743220349444,0.5097019994536847,1.2208713720462432,0.5588558629101509,0.8585550288020416,0.7873137524987709,0.5633522952106967,0.28655993023518755,"[1, 7, 28, 52]",0.06364127683930075,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
FOODS_3_756,FOODS,stable,278,114433,411.6294964028777,0.0,0.0,0.0036101083032490976,0.24240146343344698,-0.04083883155558754,411.6294964028777,99.77959232043035,0.4262916190986883,1.4064307194078187,1.4786820172792932,0.7997102323091082,0.678261998087314,0.4641745144514284,0.32816454733485173,"[1, 7, 28, 52]",0.6449953073062267,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
HOBBIES_1_323,HOBBIES,stable,278,35343,127.13309352517986,0.0,0.0,0.0036101083032490976,0.22707774734056277,0.11938920689404264,127.13309352517986,28.86909649013493,0.6599723507061731,0.6883867577509195,0.8107177972219586,0.7989945844703574,0.7491820733855636,0.7102504364416753,0.6364069632902366,"[1, 7, 28, 52]",0.6148750516135649,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
HOUSEHOLD_1_251,HOUSEHOLD,stable,278,33132,119.17985611510791,0.0,0.0,0.007220216606498195,0.24426201933171127,0.9913624523489786,119.17985611510791,29.111112318339057,0.5106315024143662,0.7276946341972155,0.4983497700253377,0.7022597619012403,0.6660657171027085,0.6033566221614267,0.5354834030370017,"[1, 7, 28, 52]",0.12946289557097823,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
HOUSEHOLD_1_373,HOUSEHOLD,stable,278,91069,327.5863309352518,0.0,0.0,0.0,0.2350825898047683,0.2935056419388655,327.5863309352518,77.00984306090088,0.7043191963360166,0.7207505101655204,0.6935141386168614,0.8500018953575322,0.7391353890249778,0.6144748430339079,0.6682853313581804,"[1, 7, 28, 52]",0.5171697845321208,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
