series_id,category,week_start,sales_units,segment_label,lag_1,lag_7,lag_28,rolling_mean_7,rolling_median_7,rolling_mad_7,rolling_iqr_7,rolling_robust_zscore_7,rolling_recent_outlier_flag_7,rolling_std_7,rolling_max_7,rolling_min_7,rolling_mean_28,rolling_median_28,rolling_mad_28,rolling_iqr_28,rolling_robust_zscore_28,rolling_recent_outlier_flag_28,rolling_ratio_to_mean_7,rolling_recent_trend_delta_28,week_of_year,month,quarter,category_code,segment_code
819932,BEVERAGES,2017-04-03,24613.0,medium_noise,27865.0,14933.0,18844.0,24624.571428571428,25700.0,2281.0,4376.5,0.6401983779044279,0.0,5477.648304918916,32550.0,14933.0,23501.285714285714,24305.5,3377.0,7067.0,0.7109513621557595,0.0,1.1315932982154875,9021.0,14,4,2,0,0
819932,BEVERAGES,2017-04-10,23513.0,medium_noise,24613.0,32550.0,20210.0,26007.428571428572,25700.0,2165.0,2969.5,-0.33865196304849887,0.0,3481.266668764091,32550.0,21799.0,23707.321428571428,24503.5,3033.5,6029.25,0.02434737102357013,0.0,0.9463834508821655,4403.0,15,4,2,0,0
819932,BEVERAGES,2017-04-17,25526.0,medium_noise,23513.0,26106.0,20518.0,24716.428571428572,24613.0,1194.0,2437.0,-0.6213986599664991,0.0,2019.3015176163653,27865.0,21799.0,23825.285714285714,24503.5,2840.0,5141.25,-0.23524375,0.0,0.9513105800075138,2995.0,16,4,2,0,0
819932,BEVERAGES,2017-04-24,26136.0,medium_noise,25526.0,25700.0,19444.0,24633.571428571428,24613.0,1100.0,2147.0,0.559835,0.0,1963.9208959921011,27865.0,21799.0,24004.14285714286,24850.5,2461.5,4304.75,0.18510044688198254,0.0,1.0362281439382957,6082.0,17,4,2,0,0
819932,BEVERAGES,2017-05-01,26497.0,medium_noise,26136.0,21799.0,22556.0,24695.85714285714,24613.0,1194.0,2365.0,0.860354690117253,0.0,2009.7585616662047,27865.0,21799.0,24243.14285714286,25307.0,2030.0,4018.5,0.27544852216748766,0.0,1.0583151598590856,3580.0,18,5,2,0,0
819932,BEVERAGES,2017-05-08,24155.0,medium_noise,26497.0,23419.0,11112.0,25367.0,25526.0,971.0,2253.5,0.6745,0.0,1629.6258261740657,27865.0,23419.0,24383.89285714286,25561.5,1975.5,3782.75,0.3194101493292837,0.0,1.0445460637836559,15385.0,19,5,2,0,0
819932,BEVERAGES,2017-05-15,24100.0,medium_noise,24155.0,27865.0,23796.0,25472.14285714286,25526.0,971.0,1932.5,-0.9523578784757981,0.0,1501.7177307527943,27865.0,23513.0,24849.714285714286,25561.5,1841.5,3523.75,-0.5151692913385827,0.0,0.9482908499481225,359.0,20,5,2,0,0
819932,BEVERAGES,2017-05-22,25117.0,medium_noise,24100.0,24613.0,25597.0,24934.285714285714,24613.0,913.0,1703.5,-0.37899069003285873,0.0,1130.1117517434789,26497.0,23513.0,24860.571428571428,25561.5,1716.5,3421.25,-0.574297553160501,0.0,0.9665406210610749,-1497.0,21,5,2,0,0
819932,BEVERAGES,2017-05-29,28719.0,medium_noise,25117.0,23513.0,25088.0,25006.285714285714,25117.0,1017.0,1703.5,0.0,0.0,1122.2586918481495,26497.0,23513.0,24843.428571428572,25321.5,1782.0,3421.25,-0.0774047418630752,0.0,1.0044274582390713,29.0,22,5,2,0,0
819932,BEVERAGES,2017-06-05,25938.0,medium_noise,28719.0,25526.0,24217.0,25750.0,25526.0,971.0,1680.5,2.218000514933059,0.0,1593.7040712336989,28719.0,24100.0,24973.10714285714,25613.0,1924.0,3552.0,1.0888757796257795,0.0,1.1153009708737864,4502.0,23,6,2,0,0
819932,BEVERAGES,2017-06-12,23661.0,medium_noise,25938.0,26136.0,27595.0,25808.85714285714,25938.0,821.0,1680.5,0.0,0.0,1591.6592420670158,28719.0,24100.0,25034.571428571428,25819.0,1774.0,3552.0,0.045245490417136415,0.0,1.0050038192868451,-1657.0,24,6,2,0,0
819932,BEVERAGES,2017-06-19,24997.0,medium_noise,23661.0,26497.0,27770.0,25455.285714285714,25117.0,1017.0,2090.0,-0.9656558505408063,0.0,1771.6025433004863,28719.0,23661.0,24894.071428571428,25613.0,1909.0,3601.25,-0.6896930330015715,0.0,0.929512253980369,-4109.0,25,6,2,0,0
819932,BEVERAGES,2017-06-26,28462.0,medium_noise,24997.0,24155.0,34959.0,25241.0,24997.0,897.0,1400.0,0.0,0.0,1714.3940620522942,28719.0,23661.0,24795.035714285714,25321.5,1708.0,3227.0,-0.12814710187353628,0.0,0.9903331880670337,-9962.0,26,6,2,0,0
819932,BEVERAGES,2017-07-03,27871.0,medium_noise,28462.0,24100.0,37825.0,25856.285714285714,25117.0,1017.0,2651.5,2.21848820058997,0.0,2007.4980875280498,28719.0,23661.0,24563.0,25321.5,1708.0,3227.0,1.2402033079625292,0.0,1.1007768213310938,-9363.0,27,7,3,0,0
819932,BEVERAGES,2017-07-10,23553.0,medium_noise,27871.0,25117.0,9044.0,26395.0,25938.0,1933.0,3109.5,0.6744999999999999,0.0,1963.1324458630513,28719.0,23661.0,24207.5,25321.5,1708.0,3227.0,1.0068136709601874,0.0,1.0559196817579086,18827.0,28,7,3,0,0
819932,BEVERAGES,2017-07-17,23289.0,medium_noise,23553.0,28719.0,4869.0,26171.571428571428,25938.0,2277.0,3837.5,-0.70649209486166,0.0,2206.715950392011,28719.0,23553.0,24725.678571428572,25321.5,1708.0,3227.0,-0.6983918325526931,0.0,0.8999459609936628,18684.0,29,7,3,0,0
819932,BEVERAGES,2017-07-24,21889.0,medium_noise,23289.0,25938.0,27479.0,25395.85714285714,24997.0,1444.0,3297.5,-0.7978157894736843,0.0,2114.445114647651,28462.0,23289.0,25383.535714285714,25321.5,1708.0,3227.0,-0.8026471018735363,0.0,0.917039337124728,-4190.0,30,7,3,0,0
819932,BEVERAGES,2017-07-31,24290.0,medium_noise,21889.0,23661.0,24047.0,24817.428571428572,23661.0,1336.0,3013.0,-0.8946212574850299,0.0,2466.01364264564,28462.0,21889.0,25183.89285714286,25057.0,1472.0,3008.0,-1.451641304347826,0.0,0.8820011282393709,-2158.0,31,7,3,0,0
819932,BEVERAGES,2017-08-07,21905.0,medium_noise,24290.0,24997.0,27077.0,24907.285714285714,24290.0,1001.0,3013.0,0.0,0.0,2428.019543735603,28462.0,21889.0,25192.571428571428,25057.0,1472.0,3008.0,-0.35145482336956524,0.0,0.9752166606443324,-2787.0,32,8,3,0,0
819932,BEVERAGES,2017-08-14,5673.0,medium_noise,21905.0,28462.0,24394.0,24465.571428571428,23553.0,1648.0,3483.5,-0.6745,0.0,2677.4230058735693,28462.0,21889.0,25007.85714285714,24805.0,1316.0,2683.25,-1.4863601823708206,0.0,0.8953398069590504,-2489.0,33,8,3,0,0
