series_id,category,week_start,sales_units,segment_label,lag_1,lag_7,lag_28,rolling_mean_7,rolling_median_7,rolling_mad_7,rolling_iqr_7,rolling_robust_zscore_7,rolling_recent_outlier_flag_7,rolling_std_7,rolling_max_7,rolling_min_7,rolling_mean_28,rolling_median_28,rolling_mad_28,rolling_iqr_28,rolling_robust_zscore_28,rolling_recent_outlier_flag_28,rolling_ratio_to_mean_7,rolling_recent_trend_delta_28,week_of_year,month,quarter,category_code,segment_code
PRODUCE,PRODUCE,2017-04-03,863553.3036691882,medium_noise,911090.1783579886,881896.4978482425,801288.1522247782,898562.3420805751,897007.233060278,15110.735212035477,25320.066281640902,0.6286223979188006,0.0,48753.98326627974,990215.441833023,827237.5212504119,879857.631020513,875758.9734143093,35536.38028134778,71912.57924553729,0.6706056594914354,0.0,1.013942089146988,109802.0261332104,14,4,2,9,0
PRODUCE,PRODUCE,2017-04-10,825654.6252395883,medium_noise,863553.3036691882,827237.5212504119,829994.2325327946,895941.8857692815,897007.233060278,16485.697980005294,34491.66337116808,-1.3687424943522373,0.0,50268.47947692128,990215.441833023,827237.5212504119,882081.3864292419,875758.9734143093,33555.56980920117,64469.652517786715,-0.24534598249697268,0.0,0.963849684209949,33559.071136393584,15,4,2,9,0
PRODUCE,PRODUCE,2017-04-17,892228.3288716972,medium_noise,825654.6252395883,990215.441833023,852935.9282297841,895715.7577677353,897007.233060278,16485.697980005294,34491.66337116808,-2.919338570524979,0.0,50631.30047254301,990215.441833023,825654.6252395883,881926.4004544845,875758.9734143093,33555.56980920117,64469.652517786715,-1.0071467430298973,0.0,0.9217819582601178,-27281.302990195807,16,4,2,9,0
PRODUCE,PRODUCE,2017-04-24,854425.850889489,medium_noise,892228.3288716972,897007.233060278,845713.613839075,881717.5987732603,892228.3288716972,11706.793791424483,27450.19072231278,0.0,0.0,29130.465754570472,911090.1783579886,825654.6252395883,883329.70047741,881209.0164642576,30086.33723139949,64469.652517786715,0.24703991588118826,0.0,1.011920744366519,46514.71503262222,17,4,2,9,0
PRODUCE,PRODUCE,2017-05-01,996419.9424489215,medium_noise,854425.850889489,901967.9871338084,827102.7208373174,875634.5441774332,880521.5350802727,21446.45205353573,38108.5807234142,-0.8207203197407996,0.0,29842.77110647053,911090.1783579886,825654.6252395883,883640.8518006391,881209.0164642576,28332.16373424977,57935.47472997615,-0.6376232097777602,0.0,0.9757790582509881,27323.130052171648,18,5,2,9,0
PRODUCE,PRODUCE,2017-05-08,892125.5929957703,medium_noise,996419.9424489215,880521.5350802727,748471.2991819568,889127.6806510208,880521.5350802727,26095.68419078365,42669.67633550428,2.995647678697865,0.0,54718.605943317576,996419.9424489215,825654.6252395883,889687.895429625,885718.3559588585,27397.85066148732,54312.75352151552,2.7253313046379697,0.0,1.1206713772754675,247948.6432669647,19,5,2,9,0
PRODUCE,PRODUCE,2017-05-15,936077.7851914084,medium_noise,892125.5929957703,911090.1783579886,796826.3101440072,890785.4032103776,892125.5929957703,28572.289326582104,42669.67633550428,0.0,0.0,54590.04861470586,996419.9424489215,825654.6252395883,894818.4059229754,890832.9035326224,30912.987817335874,52561.04126938945,0.02820558944497386,0.0,1.0015045035320098,95299.28285176307,20,5,2,9,0
PRODUCE,PRODUCE,2017-05-22,892416.5820034854,medium_noise,936077.7851914084,863553.3036691882,858942.9442174956,894355.0613294377,892125.5929957703,37699.74210628122,55163.47975221416,0.7863648921624469,0.0,56906.88184020076,996419.9424489215,825654.6252395883,899791.672888954,892176.9609337337,32257.045218447223,54601.74734379817,0.917973291145324,0.0,1.0466511854922036,77134.84097391274,21,5,2,9,0
PRODUCE,PRODUCE,2017-05-29,960649.4320136085,medium_noise,892416.5820034854,825654.6252395883,838687.451036714,898478.3868057659,892228.3288716972,37802.47798220813,40971.46165481722,0.0033589527504233746,0.0,55326.840895562986,996419.9424489215,825654.6252395883,900987.1599527394,892322.4554375913,30097.359996458516,52120.94925281964,0.0021094331430746437,0.0,0.9932532547345616,53729.130966771394,22,5,2,9,0
PRODUCE,PRODUCE,2017-06-05,919722.9392882586,medium_noise,960649.4320136085,892228.3288716972,827483.2502675205,917763.3592020544,892416.5820034854,37990.73111399636,56186.647668774705,1.2114285769792001,0.0,48861.92012908481,996419.9424489215,854425.850889489,905342.9449876285,894711.9075318817,30992.852231377736,59038.06766825332,1.4350037850952473,0.0,1.0467289006273264,133166.18174608797,23,6,2,9,0
PRODUCE,PRODUCE,2017-06-12,920040.229849197,medium_noise,919722.9392882586,854425.850889489,870996.4117483459,921691.1606901346,919722.9392882586,27597.346292488277,56092.52110288059,0.0,0.0,47554.761837696096,996419.9424489215,854425.850889489,908637.219595512,899487.6100970432,27271.29819179885,50033.44814951881,0.500479641397462,0.0,0.9978645543259823,48726.52753991261,24,6,2,9,0
PRODUCE,PRODUCE,2017-06-19,902708.625886701,medium_noise,920040.229849197,996419.9424489215,857698.0663772468,931064.6433986643,920040.229849197,27623.64784571156,42293.847956636455,0.0,0.0,37487.33266961636,996419.9424489215,892125.5929957703,910388.7845276853,903633.3826263915,22508.73652583547,46620.945240559755,0.49164991731456337,0.0,0.9881593467997829,62342.16347195022,25,6,2,9,0
PRODUCE,PRODUCE,2017-06-26,920838.0320459083,medium_noise,902708.625886701,892125.5929957703,860896.8872130774,917677.3124612042,919722.9392882586,17014.313401557505,30496.403575209435,-0.6745,0.0,24866.325528988313,960649.4320136085,892125.5929957703,911996.3045101657,904003.7020028378,21821.25514185056,40544.417382643325,-0.0400310997078673,0.0,0.983688507527382,41811.73867362365,26,6,2,9,0
PRODUCE,PRODUCE,2017-07-03,935398.9502718151,medium_noise,920838.0320459083,936077.7851914084,943221.5816882569,921779.0894683668,920040.229849197,16037.555342211388,17242.126031178515,0.0335535915667539,0.0,22171.049554990816,960649.4320136085,892416.5820034854,914137.0596827668,906418.8431040035,17999.397031234577,36694.45413261349,0.5403371526522578,0.0,0.998979085734087,-22383.549642348662,27,7,3,9,0
PRODUCE,PRODUCE,2017-07-10,887435.8819822967,medium_noise,935398.9502718151,892416.5820034854,911500.5290333256,921682.113051282,920040.229849197,15358.720422618091,16902.708571381867,0.6745,0.0,22099.452135615025,960649.4320136085,892416.5820034854,913857.6799893224,906418.8431040035,17999.397031234577,36524.74540271517,1.0859853944423044,0.0,1.0148823949453925,23898.42123848945,28,7,3,9,0
PRODUCE,PRODUCE,2017-07-17,873335.9709562771,medium_noise,887435.8819822967,960649.4320136085,1099164.1900136992,920970.5844768265,920040.229849197,15358.720422618091,16902.708571381867,-1.4318661992074644,0.0,23249.028053881313,960649.4320136085,887435.8819822967,912998.2283089285,904003.7020028378,19184.81808608817,38989.862619231455,-0.5824915594043857,0.0,0.9635876508329745,-211728.30803140253,29,7,3,9,0
PRODUCE,PRODUCE,2017-07-24,858957.306364622,medium_noise,873335.9709562771,919722.9392882586,907538.9080890324,908497.2328972077,919722.9392882586,15676.010983556509,25366.877013053745,-1.9959165742318836,0.0,21789.362078410748,935398.9502718151,873335.9709562771,904932.9347711635,902338.3065102547,19470.767098832875,35962.240118633956,-1.004689503595907,0.0,0.9612973373305707,-34202.937132755294,30,7,3,9,0
PRODUCE,PRODUCE,2017-07-31,915560.970610898,medium_noise,858957.306364622,920040.229849197,925539.0081319436,899816.428193831,902708.625886701,18129.406159207225,40053.20447826572,-1.6277568475487663,0.0,27836.87914587801,935398.9502718151,858957.306364622,903197.8775667202,899487.6100970432,20951.520850509405,40460.51891116705,-1.3048069427787365,0.0,0.954591713877436,-66581.70176732168,31,7,3,9,0
PRODUCE,PRODUCE,2017-08-07,821552.8371086922,medium_noise,915560.970610898,902708.625886701,889540.2140694745,899176.5340169312,902708.625886701,18129.406159207225,37813.57485911623,0.4781682555039584,0.0,27341.583879130398,935398.9502718151,858957.306364622,902841.5190838258,899487.6100970432,20393.974471684545,38686.92324212473,0.5316021985634827,0.0,1.018221601625625,26020.7565414235,32,8,3,9,0
PRODUCE,PRODUCE,2017-08-14,240366.5669920519,medium_noise,821552.8371086922,920838.0320459083,947236.797015517,887582.849905787,887435.8819822967,28478.575617674738,52052.862667953596,-1.56040506954521,0.0,39911.23760705307,935398.9502718151,821552.8371086922,900413.3984780835,899487.6100970432,20951.520850509405,41514.53634910099,-2.5089827490668632,0.0,0.9256069303230637,-125683.95990682486,33,8,3,9,0
