series_id,category,week_start,sales_units,segment_label,lag_1,lag_13,lag_52,rolling_4_mean,rolling_13_mean,rolling_4_ratio_to_rolling_mean,rolling_13_recent_trend_delta,week_of_year,month,quarter,category_code,segment_code
HOBBIES_1_371,HOBBIES,2016-01-04,399,medium_noise,422.0,456.0,421.0,417.5,417.61538461538464,1.0107784431137725,-34.0,1,1,1,1,0
HOBBIES_1_371,HOBBIES,2016-01-11,341,medium_noise,399.0,348.0,470.0,389.0,413.2307692307692,1.025706940874036,51.0,2,1,1,1,0
HOBBIES_1_371,HOBBIES,2016-01-18,313,medium_noise,341.0,441.0,421.0,385.25,412.6923076923077,0.8851395197923426,-100.0,3,1,1,1,0
HOBBIES_1_371,HOBBIES,2016-01-25,502,medium_noise,313.0,463.0,397.0,368.75,402.84615384615387,0.848813559322034,-150.0,4,1,1,1,0
HOBBIES_1_371,HOBBIES,2016-02-01,446,medium_noise,502.0,475.0,494.0,388.75,405.84615384615387,1.2913183279742766,27.0,5,2,1,1,0
HOBBIES_1_371,HOBBIES,2016-02-08,363,medium_noise,446.0,382.0,468.0,400.5,403.61538461538464,1.1136079900124844,64.0,6,2,1,1,0
HOBBIES_1_371,HOBBIES,2016-02-15,327,medium_noise,363.0,437.0,353.0,406.0,402.15384615384613,0.8940886699507389,-74.0,7,2,1,1,0
HOBBIES_1_371,HOBBIES,2016-02-22,297,medium_noise,327.0,331.0,428.0,409.5,393.6923076923077,0.7985347985347986,-4.0,8,2,1,1,0
HOBBIES_1_371,HOBBIES,2016-02-29,452,medium_noise,297.0,426.0,488.0,358.25,391.0769230769231,0.829030006978367,-129.0,9,2,1,1,0
HOBBIES_1_371,HOBBIES,2016-03-07,256,medium_noise,452.0,513.0,395.0,359.75,393.0769230769231,1.2564280750521195,-61.0,10,3,1,1,0
HOBBIES_1_371,HOBBIES,2016-03-14,376,medium_noise,256.0,356.0,463.0,333.0,373.3076923076923,0.7687687687687688,-100.0,11,3,1,1,0
HOBBIES_1_371,HOBBIES,2016-03-21,333,medium_noise,376.0,379.0,343.0,345.25,374.84615384615387,1.0890658942795075,-3.0,12,3,1,1,0
HOBBIES_1_371,HOBBIES,2016-03-28,443,medium_noise,333.0,422.0,370.0,354.25,371.3076923076923,0.940014114326041,-89.0,13,3,1,1,0
HOBBIES_1_371,HOBBIES,2016-04-04,353,medium_noise,443.0,399.0,390.0,352.0,372.9230769230769,1.2585227272727273,44.0,14,4,2,1,0
HOBBIES_1_371,HOBBIES,2016-04-11,328,medium_noise,353.0,341.0,429.0,376.25,369.38461538461536,0.9382059800664452,12.0,15,4,2,1,0
HOBBIES_1_371,HOBBIES,2016-04-18,388,medium_noise,328.0,313.0,434.0,364.25,368.38461538461536,0.9004804392587509,15.0,16,4,2,1,0
HOBBIES_1_371,HOBBIES,2016-04-25,404,medium_noise,388.0,502.0,459.0,378.0,374.15384615384613,1.0264550264550265,-114.0,17,4,2,1,0
HOBBIES_1_371,HOBBIES,2016-05-02,408,medium_noise,404.0,446.0,418.0,368.25,366.61538461538464,1.097080787508486,-42.0,18,5,2,1,0
HOBBIES_1_371,HOBBIES,2016-05-09,362,medium_noise,408.0,363.0,487.0,382.0,363.6923076923077,1.068062827225131,45.0,19,5,2,1,0
HOBBIES_1_371,HOBBIES,2016-05-16,347,medium_noise,362.0,327.0,427.0,390.5,363.61538461538464,0.9270166453265045,35.0,20,5,2,1,0
