series_id,category,week_start,sales_units,segment_label,lag_1,lag_7,lag_28,rolling_mean_7,rolling_median_7,rolling_mad_7,rolling_iqr_7,rolling_robust_zscore_7,rolling_recent_outlier_flag_7,rolling_std_7,rolling_max_7,rolling_min_7,rolling_mean_28,rolling_median_28,rolling_mad_28,rolling_iqr_28,rolling_robust_zscore_28,rolling_recent_outlier_flag_28,rolling_ratio_to_mean_7,rolling_recent_trend_delta_28,week_of_year,month,quarter,category_code,segment_code
BEVERAGES,BEVERAGES,2017-04-03,1370345.0,medium_noise,1457075.0,1199955.0,1062888.0,1359659.142857143,1409934.0,73147.0,170853.0,0.4346945807756982,0.0,116509.41596201638,1483081.0,1199955.0,1304886.7142857143,1299977.5,99293.0,194691.75,1.067167511808486,0.0,1.0716472636944512,394187.0,14,4,2,0,0
BEVERAGES,BEVERAGES,2017-04-10,1312699.0,medium_noise,1370345.0,1205691.0,1174809.0,1384000.5714285714,1409934.0,47141.0,88526.0,-0.566444931163955,0.0,93012.45645048335,1483081.0,1205691.0,1315867.3214285714,1311895.5,87375.0,159438.0,0.45120672675250356,0.0,0.9901332617121132,195536.0,15,4,2,0,0
BEVERAGES,BEVERAGES,2017-04-17,1319957.0,medium_noise,1312699.0,1483081.0,1178384.0,1399287.4285714286,1409934.0,47141.0,88526.0,-1.3912519356823145,0.0,62665.37739682434,1483081.0,1312699.0,1320791.9642857143,1312394.5,84450.0,138999.0,0.002432033747779751,0.0,0.9381196266017846,134315.0,16,4,2,0,0
BEVERAGES,BEVERAGES,2017-04-24,1325665.0,medium_noise,1319957.0,1335778.0,1113727.0,1375984.0,1370345.0,50388.0,90149.5,-0.6745,0.0,56320.959609491794,1457075.0,1312699.0,1325848.142857143,1316328.0,72139.0,129607.0,0.033931167606980964,0.0,0.9592822300259305,206230.0,17,4,2,0,0
BEVERAGES,BEVERAGES,2017-05-01,1524916.0,medium_noise,1325665.0,1426100.0,1111548.0,1374539.2857142857,1370345.0,50388.0,95206.0,-0.5980920060331825,0.0,57638.48812126696,1457075.0,1312699.0,1333417.357142857,1322811.0,65916.5,126828.75,0.029203962589033093,0.0,0.964443151081791,214117.0,18,5,2,0,0
BEVERAGES,BEVERAGES,2017-05-08,1199891.0,medium_noise,1524916.0,1409934.0,1078657.0,1388655.857142857,1370345.0,50388.0,110693.5,2.0691065233785824,0.0,80096.68917092358,1524916.0,1312699.0,1348180.5,1330721.5,66028.5,120342.0,1.983752322860583,0.0,1.0981237663430137,446259.0,19,5,2,0,0
BEVERAGES,BEVERAGES,2017-05-15,1317735.0,medium_noise,1199891.0,1457075.0,1398627.0,1358649.7142857143,1325665.0,44680.0,97382.0,-1.8987144807520142,0.0,105963.60173933346,1524916.0,1199891.0,1352510.2857142857,1330721.5,66028.5,120342.0,-1.336470951937421,0.0,0.883149635541506,-198736.0,20,5,2,0,0
BEVERAGES,BEVERAGES,2017-05-22,1290194.0,medium_noise,1317735.0,1370345.0,1311701.0,1338744.0,1319957.0,7258.0,32788.0,-0.20649476439790576,0.0,97110.35312983171,1524916.0,1199891.0,1349621.2857142857,1322811.0,55581.5,120342.0,-0.06159894929068125,0.0,0.9843069324680447,6034.0,21,5,2,0,0
BEVERAGES,BEVERAGES,2017-05-29,1493682.0,medium_noise,1290194.0,1312699.0,1312090.0,1327293.857142857,1317735.0,7930.0,21364.5,-2.3425478562421187,0.0,97487.83087208091,1524916.0,1199891.0,1348853.1785714286,1322811.0,55581.5,120342.0,-0.3958181499239855,0.0,0.9720484978189242,-21896.0,22,5,2,0,0
BEVERAGES,BEVERAGES,2017-06-05,1465103.0,medium_noise,1493682.0,1319957.0,1272342.0,1353148.5714285714,1319957.0,29763.0,105709.0,3.9370195376810133,1.0,115337.18934911248,1524916.0,1199891.0,1355338.607142857,1330721.5,66028.5,131898.5,1.6646880854479504,0.0,1.1038566137811918,221340.0,23,6,2,0,0
BEVERAGES,BEVERAGES,2017-06-12,1313649.0,medium_noise,1465103.0,1325665.0,1399914.0,1373883.7142857143,1325665.0,125774.0,175428.0,0.7477772115063527,0.0,121270.01147537994,1524916.0,1199891.0,1362222.9285714286,1339345.0,69240.0,139816.0,1.2250689052570767,0.0,1.0663952012574156,65189.0,24,6,2,0,0
