series_id,category,week_start,sales_units,segment_label,lag_1,lag_13,lag_52,rolling_4_mean,rolling_13_mean,rolling_4_ratio_to_rolling_mean,rolling_13_recent_trend_delta,week_of_year,month,quarter,category_code,segment_code
HOUSEHOLD_1_334,HOUSEHOLD,2016-01-04,712,medium_noise,787.0,1031.0,259.0,728.75,736.3846153846154,1.0799313893653517,-244.0,1,1,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-01-11,678,medium_noise,712.0,674.0,516.0,734.5,711.8461538461538,0.9693669162695712,38.0,2,1,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-01-18,807,medium_noise,678.0,644.0,568.0,733.5,712.1538461538462,0.9243353783231084,34.0,3,1,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-01-25,815,medium_noise,807.0,775.0,783.0,746.0,724.6923076923077,1.081769436997319,32.0,4,1,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-02-01,909,medium_noise,815.0,794.0,886.0,753.0,727.7692307692307,1.0823373173970783,21.0,5,2,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-02-08,897,medium_noise,909.0,719.0,822.0,802.25,736.6153846153846,1.1330632595824244,190.0,6,2,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-02-15,974,medium_noise,897.0,661.0,869.0,857.0,750.3076923076923,1.046674445740957,236.0,7,2,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-02-22,1049,medium_noise,974.0,639.0,956.0,898.75,774.3846153846154,1.0837273991655076,335.0,8,2,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-02-29,1013,medium_noise,1049.0,721.0,324.0,957.25,805.9230769230769,1.0958474797597284,328.0,9,2,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-03-07,916,medium_noise,1013.0,689.0,952.0,983.25,828.3846153846154,1.0302568014238496,324.0,10,3,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-03-14,921,medium_noise,916.0,682.0,585.0,988.0,845.8461538461538,0.9271255060728745,234.0,11,3,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-03-21,897,medium_noise,921.0,757.0,526.0,974.75,864.2307692307693,0.9448576558091818,164.0,12,3,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-03-28,1042,medium_noise,897.0,787.0,675.0,936.75,875.0,0.9575660528422738,110.0,13,3,1,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-04-04,818,medium_noise,1042.0,712.0,848.0,944.0,894.6153846153846,1.103813559322034,330.0,14,4,2,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-04-11,845,medium_noise,818.0,678.0,692.0,919.5,902.7692307692307,0.8896139206090267,140.0,15,4,2,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-04-18,756,medium_noise,845.0,807.0,661.0,900.5,915.6153846153846,0.9383675735702388,38.0,16,4,2,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-04-25,629,medium_noise,756.0,815.0,591.0,865.25,911.6923076923077,0.8737359144755851,-59.0,17,4,2,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-05-02,715,medium_noise,629.0,909.0,680.0,762.0,897.3846153846154,0.8254593175853019,-280.0,18,5,2,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-05-09,683,medium_noise,715.0,897.0,994.0,736.25,882.4615384615385,0.9711375212224108,-182.0,19,5,2,2,0
HOUSEHOLD_1_334,HOUSEHOLD,2016-05-16,734,medium_noise,683.0,974.0,850.0,695.75,866.0,0.9816744520301832,-291.0,20,5,2,2,0
