series_id,adf_stat,adf_pvalue,kpss_stat,kpss_pvalue,stationarity_hint
FOODS_1_001,-3.0334208864710366,0.03188900370326271,0.7530368631190769,0.01,mixed_signal
FOODS_1_002,-7.212318084561284,2.2183570857328485e-10,0.1208418366670947,0.1,likely_stationary
FOODS_1_003,-1.6495826225940962,0.4572581085695549,2.203483876885891,0.01,likely_non_stationary
FOODS_1_004,-3.3063913775172598,0.014595185837523367,0.47042976205657977,0.048326630167437,mixed_signal
FOODS_1_005,-4.46687306039057,0.00022559367939181007,0.10474762217580101,0.1,likely_stationary
FOODS_1_006,-2.7246729557446994,0.0698652145831046,1.0588599574346604,0.01,likely_non_stationary
FOODS_1_008,-2.9244023158534165,0.042583039894536004,1.0128150555674094,0.01,mixed_signal
FOODS_1_009,-3.2268785479597617,0.018480616464628633,0.4004049735346189,0.07698061485576772,likely_stationary
FOODS_1_010,-1.9451679086791205,0.31111991782180815,2.2491122932922027,0.01,likely_non_stationary
FOODS_1_011,-6.147314301149577,7.71119429956586e-08,0.15795334153434487,0.1,likely_stationary
FOODS_1_012,-2.4227249393349357,0.13542491307001853,1.9733388609689075,0.01,likely_non_stationary
FOODS_1_013,-2.9382074878624898,0.041081982968497244,0.3942124565981171,0.07964980319046677,likely_stationary
FOODS_1_014,-1.6487932049327447,0.457669880006261,1.7343194264318778,0.01,likely_non_stationary
FOODS_1_015,-4.784675273298468,5.817846889176359e-05,0.22735771780484082,0.1,likely_stationary
FOODS_1_016,-2.3940892317120483,0.1434116338907252,0.8412836353569302,0.01,likely_non_stationary
FOODS_1_017,-2.5707556553683193,0.09919335721930361,0.9537524883537924,0.01,likely_non_stationary
FOODS_1_018,-1.9828675594410445,0.29413522862442354,0.5278666379001635,0.03539039686933254,likely_non_stationary
FOODS_1_019,-1.9781288420809962,0.2962443988175759,1.361653318964893,0.01,likely_non_stationary
FOODS_1_020,-3.522629597513564,0.007424585980518035,0.4371178103067846,0.06115611624707561,likely_stationary
FOODS_1_021,-1.2784174055550983,0.6389876325318338,1.6073251057147846,0.01,likely_non_stationary
FOODS_1_022,-1.4286464385421127,0.5684682407363146,2.037732006549553,0.01,likely_non_stationary
FOODS_1_023,-1.6301776615701764,0.4673977194378262,1.693064227943558,0.01,likely_non_stationary
FOODS_1_024,-7.055839195612567,5.378308278154025e-10,0.9003866573716408,0.01,mixed_signal
FOODS_1_025,-1.8653245828020877,0.34854514371687295,1.0548631935157304,0.01,likely_non_stationary
FOODS_1_026,-5.861491053657574,3.4021098904879025e-07,0.057395849332409835,0.1,likely_stationary
FOODS_1_027,-2.27135525568186,0.18137293557162648,0.8161895459252063,0.01,likely_non_stationary
FOODS_1_028,-3.6786006018038457,0.0044244251407009935,0.9770366768083892,0.01,mixed_signal
FOODS_1_029,-2.51000575912599,0.11305875779335944,0.4921271268752508,0.043439836289357936,likely_non_stationary
FOODS_1_030,-4.877712755119829,3.8530608099105384e-05,0.28911402566630146,0.1,likely_stationary
FOODS_1_031,-3.0105205413587335,0.033923526371553776,0.2251249243407357,0.1,likely_stationary
FOODS_1_032,-2.4104782601690533,0.13880081128226007,0.6883174207935033,0.014607507200590605,likely_non_stationary
FOODS_1_033,-2.0615380768466913,0.260258797551022,1.4798362924179025,0.01,likely_non_stationary
FOODS_1_034,-1.5037001397930565,0.5316801449949786,1.6071831993120274,0.01,likely_non_stationary
FOODS_1_035,-3.3981374478567274,0.01102252998943406,0.6061588256228069,0.022076470397926644,mixed_signal
FOODS_1_036,-4.080246385024138,0.0010439586139770053,0.15009548568638514,0.1,likely_stationary
FOODS_1_037,-4.457858759146496,0.0002341476481857259,0.26844213043575277,0.1,likely_stationary
FOODS_1_038,-4.975691476966956,2.4787506103478328e-05,1.1237296267698322,0.01,mixed_signal
FOODS_1_039,-1.6023178835141214,0.4824290202209087,1.0070269658747717,0.01,likely_non_stationary
FOODS_1_040,-2.412613559008284,0.13820792747914534,0.8526351721240365,0.01,likely_non_stationary
FOODS_1_041,-4.4050461034729125,0.0002907880341002501,0.10308357531168623,0.1,likely_stationary
FOODS_1_042,-1.6994600970000564,0.43139067258671526,1.9649225812376565,0.01,likely_non_stationary
FOODS_1_043,-2.943871971674693,0.040478988971313155,0.5244682140206741,0.036155807653001325,mixed_signal
FOODS_1_044,-4.703422503387346,8.291577573035536e-05,1.1016108570898533,0.01,mixed_signal
FOODS_1_045,-6.094904177916139,1.0155714853093409e-07,0.471919262872894,0.04799115701060947,mixed_signal
FOODS_1_046,-2.274410994702368,0.1803537780976111,0.583790232497962,0.024109978863821633,likely_non_stationary
FOODS_1_047,-3.474683762622762,0.008661576503756444,0.895583958173897,0.01,mixed_signal
FOODS_1_048,-2.7148187121176894,0.07150890043894462,1.0552047936056017,0.01,likely_non_stationary
FOODS_1_049,-2.2308900377907253,0.19522574538684917,0.9889321575987852,0.01,likely_non_stationary
FOODS_1_050,-1.2277951003253498,0.6615261563988465,2.032885707098494,0.01,likely_non_stationary
FOODS_1_051,-1.2871138005507654,0.6350469519271671,2.256010855490139,0.01,likely_non_stationary
FOODS_1_052,-1.792355081197292,0.38426373476334574,1.6280708740622114,0.01,likely_non_stationary
FOODS_1_053,-2.39286228272954,0.14376111945060172,1.1598783946804054,0.01,likely_non_stationary
FOODS_1_054,-3.8032732927279835,0.002874001917969815,1.0304996480147701,0.01,mixed_signal
FOODS_1_055,-7.110474894666236,3.9511016532324776e-10,0.031238461665928478,0.1,likely_stationary
FOODS_1_056,-3.739925198958452,0.003585359475357851,1.351540710754114,0.01,mixed_signal
FOODS_1_057,-3.1752017979106397,0.02146572147037111,1.214450902857181,0.01,mixed_signal
FOODS_1_058,-2.558808757275543,0.10181295961351894,0.4215374743479539,0.06787177829829573,mixed_signal
FOODS_1_059,-0.3106276669745998,0.923985591317518,2.397166742531162,0.01,likely_non_stationary
FOODS_1_060,-1.2903473819202713,0.6335767465101227,1.9926700179752979,0.01,likely_non_stationary
FOODS_1_061,-4.212704947441253,0.0006270203590400342,1.2100967323623069,0.01,mixed_signal
FOODS_1_062,-2.8280580864701625,0.054376294203615484,0.8149408581599727,0.01,likely_non_stationary
FOODS_1_063,-2.40915458099757,0.1391692493034647,1.550301657432734,0.01,likely_non_stationary
FOODS_1_064,-3.8267927525424916,0.002644783103841143,0.5864419372237921,0.023868914797837076,mixed_signal
FOODS_1_065,-4.203366775132316,0.000650306832997374,0.5176477432311615,0.03769194972271138,mixed_signal
FOODS_1_066,-3.2875448646073098,0.0154444824879976,0.5981203090800794,0.02280724462908369,mixed_signal
FOODS_1_067,-4.60918354095334,0.00012422773314856028,0.16549873982113633,0.1,likely_stationary
FOODS_1_068,-1.427493171927424,0.5690269033398427,1.3282062896936278,0.01,likely_non_stationary
