scenario_name,series_id,category,history_weeks,total_weeks,mean_sales,std_sales,zero_share,promo_share,avg_price
noisy_stockout,synthetic_series_001,household,208,216,164.80092592592592,123.95266237869431,0.018518518518518517,0.12962962962962962,13.3666375
noisy_stockout,synthetic_series_002,foods,208,216,121.9074074074074,76.51776349921383,0.037037037037037035,0.1527777777777778,5.556933796296296
noisy_stockout,synthetic_series_003,foods,208,216,134.375,100.16192993998429,0.041666666666666664,0.10185185185185185,10.038489351851851
noisy_stockout,synthetic_series_004,hobbies,208,216,219.47222222222223,159.89065789038503,0.018518518518518517,0.18055555555555555,13.611812962962963
noisy_stockout,synthetic_series_005,household,208,216,158.62037037037038,119.07611148884585,0.027777777777777776,0.12037037037037036,13.714916666666667
noisy_stockout,synthetic_series_006,foods,208,216,96.52314814814815,71.93304006066093,0.032407407407407406,0.16203703703703703,14.569821296296297
noisy_stockout,synthetic_series_007,foods,208,216,73.51851851851852,56.79288875914795,0.032407407407407406,0.1574074074074074,9.144110648148148
noisy_stockout,synthetic_series_008,foods,208,216,169.41203703703704,109.31350963773669,0.013888888888888888,0.13425925925925927,7.35706574074074
noisy_stockout,synthetic_series_009,foods,208,216,207.63888888888889,148.41089775903725,0.037037037037037035,0.125,13.645056018518519
noisy_stockout,synthetic_series_010,household,208,216,104.47222222222223,85.58199749114088,0.027777777777777776,0.11574074074074074,10.491551388888888
noisy_stockout,synthetic_series_011,foods,208,216,55.56481481481482,42.65759250245005,0.046296296296296294,0.1388888888888889,13.273908796296295
noisy_stockout,synthetic_series_012,foods,208,216,204.1712962962963,136.88492301568303,0.018518518518518517,0.16203703703703703,4.941232407407408
noisy_stockout,synthetic_series_013,hobbies,208,216,250.54166666666666,171.39373445170716,0.023148148148148147,0.1574074074074074,6.195169907407408
noisy_stockout,synthetic_series_014,household,208,216,126.62962962962963,97.80099325054128,0.037037037037037035,0.12962962962962962,7.640942592592593
noisy_stockout,synthetic_series_015,household,208,216,156.61574074074073,130.1414097886385,0.023148148148148147,0.12962962962962962,8.67095648148148
noisy_stockout,synthetic_series_016,hobbies,208,216,202.4351851851852,150.13896032478507,0.032407407407407406,0.16666666666666666,12.411816203703703
noisy_stockout,synthetic_series_017,household,208,216,173.65740740740742,129.3989081609548,0.018518518518518517,0.125,9.149430092592594
noisy_stockout,synthetic_series_018,household,208,216,117.14351851851852,102.32307591531709,0.037037037037037035,0.1111111111111111,6.866780092592593
noisy_stockout,synthetic_series_019,foods,208,216,251.85185185185185,199.86836667305482,0.023148148148148147,0.12037037037037036,8.394978703703703
noisy_stockout,synthetic_series_020,foods,208,216,169.8101851851852,107.13202499486523,0.013888888888888888,0.1527777777777778,5.938650925925925
noisy_stockout,synthetic_series_021,hobbies,208,216,80.61574074074075,76.183350023769,0.018518518518518517,0.12962962962962962,11.768507407407409
noisy_stockout,synthetic_series_022,hobbies,208,216,124.39814814814815,83.17903803632089,0.032407407407407406,0.13425925925925927,11.41267685185185
noisy_stockout,synthetic_series_023,household,208,216,98.86111111111111,80.22091107462823,0.032407407407407406,0.12962962962962962,14.201186574074073
noisy_stockout,synthetic_series_024,hobbies,208,216,163.3935185185185,115.2782185789026,0.009259259259259259,0.1527777777777778,8.31852638888889
noisy_stockout,synthetic_series_025,household,208,216,211.53240740740742,175.58913158541904,0.037037037037037035,0.1111111111111111,12.89320324074074
noisy_stockout,synthetic_series_026,household,208,216,206.19907407407408,156.3937255598431,0.032407407407407406,0.11574074074074074,5.652735648148148
noisy_stockout,synthetic_series_027,hobbies,208,216,169.14814814814815,129.42494025243124,0.027777777777777776,0.1527777777777778,4.392141203703703
noisy_stockout,synthetic_series_028,foods,208,216,79.68981481481481,56.57874601323949,0.037037037037037035,0.16666666666666666,6.240348148148148
noisy_stockout,synthetic_series_029,hobbies,208,216,217.74537037037038,149.09748637580415,0.009259259259259259,0.1574074074074074,13.394456481481482
noisy_stockout,synthetic_series_030,household,208,216,176.4398148148148,121.62024803867489,0.013888888888888888,0.1574074074074074,5.619106481481482
noisy_stockout,synthetic_series_031,foods,208,216,127.96296296296296,90.76270373517724,0.013888888888888888,0.18055555555555555,8.696016666666667
noisy_stockout,synthetic_series_032,household,208,216,77.80092592592592,58.09264612687559,0.032407407407407406,0.1527777777777778,12.238872685185186
noisy_stockout,synthetic_series_033,household,208,216,126.98611111111111,101.03715545751344,0.032407407407407406,0.14351851851851852,5.0323217592592595
noisy_stockout,synthetic_series_034,household,208,216,100.47685185185185,65.7427645416433,0.037037037037037035,0.1574074074074074,8.65297824074074
noisy_stockout,synthetic_series_035,hobbies,208,216,204.1851851851852,165.7170829861964,0.013888888888888888,0.14351851851851852,10.442478703703703
noisy_stockout,synthetic_series_036,foods,208,216,184.34722222222223,138.2047513458696,0.046296296296296294,0.13425925925925927,12.94101388888889
noisy_stockout,synthetic_series_037,foods,208,216,67.95833333333333,52.80823689275122,0.037037037037037035,0.14814814814814814,4.392368518518518
noisy_stockout,synthetic_series_038,household,208,216,175.625,134.72215378671106,0.05092592592592592,0.16203703703703703,14.318872685185184
noisy_stockout,synthetic_series_039,foods,208,216,68.92592592592592,54.74485490595039,0.027777777777777776,0.12037037037037036,13.604872685185185
noisy_stockout,synthetic_series_040,hobbies,208,216,92.20833333333333,69.89472565522097,0.018518518518518517,0.14351851851851852,6.042737037037036
noisy_stockout,synthetic_series_041,household,208,216,204.96296296296296,143.6846628656236,0.027777777777777776,0.14351851851851852,10.783243981481482
noisy_stockout,synthetic_series_042,household,208,216,136.0648148148148,90.99422656340634,0.037037037037037035,0.17592592592592593,12.220330092592592
noisy_stockout,synthetic_series_043,foods,208,216,182.24537037037038,119.58221839057437,0.013888888888888888,0.18518518518518517,10.618923148148147
noisy_stockout,synthetic_series_044,hobbies,208,216,140.50925925925927,108.84433051822391,0.018518518518518517,0.16203703703703703,6.0895773148148145
noisy_stockout,synthetic_series_045,household,208,216,169.47685185185185,124.91626747656052,0.05555555555555555,0.1527777777777778,7.18092037037037
noisy_stockout,synthetic_series_046,foods,208,216,174.44907407407408,119.80005512703659,0.023148148148148147,0.14351851851851852,5.200786574074074
